MS-DRG ,Surg DRG,Reimbursement Type,Case Rate LOS,Addt'l Per Diem,MS-DRG Title,Relative Weights,Geometric Mean LOS,Arithmetic Mean LOS,Medicare,Aetna Medicare 100% Medicare,Blue Access,Blue Access Choice,Blue Preferred,Blue Pathway,Blue Pathway X,Blue Traditional,Cigna,Care Improvement Plus (UHC Medicare)  Medicare Rate per Matrix,Health Scope 110% of Medicare Rate per Matrix,"UHC
Commercial",Consociate Heatlh 130% Medicare (2021) Rates,MO State Avg Chgs (4% Increase),MO State Avg Pay (4% Increase),National Avg Chgs (4% Increase),National Avg Pay (4% Increase)
595,,,,,MAJOR SKIN DISORDERS W MCC,2.1922,5.8,7.9,15747.93176,15747.93176,14383.0242,12936.1722,12936.1722,12936.1722,12936.1722,14383.0242,26229.673,15747.93176,17322.72494,24657.8656,20472.31129,43548.245,13183.365,68217.01981,19154.68167
596,,,,,MAJOR SKIN DISORDERS W/O MCC,1.0078,3.4,4.4,7239.652236,7239.652236,6612.1758,5947.0278,5947.0278,5947.0278,5947.0278,6612.1758,12058.327,7239.652236,7963.61746,11335.7344,9411.547907,27012.77511,7291.763555,33800.85676,9002.931545
597,,,,,MALIGNANT BREAST DISORDERS W MCC,1.746,5,6.8,12542.60052,12542.60052,11455.506,10303.146,10303.146,10303.146,10303.146,11455.506,20890.89,12542.60052,13796.86057,19639.008,16305.38068,48518.79025,13048.57561,61360.67035,15122.37916
598,,,,,MALIGNANT BREAST DISORDERS W CC,1.1346,3.5,4.6,8150.535252,8150.535252,7444.1106,6695.2746,6695.2746,6695.2746,6695.2746,7444.1106,13575.489,8150.535252,8965.588777,12761.9808,10595.69583,27454.4075,7450.9175,40980.97547,9369.042588
599,,,,,MALIGNANT BREAST DISORDERS W/O CC/MCC,0.8162,2.6,3.3,5863.270644,5863.270644,5355.0882,4816.3962,4816.3962,4816.3962,4816.3962,5355.0882,9765.833,5863.270644,6449.597708,9180.6176,7622.251837,,,30261.94,7697.14
600,,,,,NON-MALIGNANT BREAST DISORDERS W CC/MCC,0.9958,3.5,4.4,7153.448796,7153.448796,6533.4438,5876.2158,5876.2158,5876.2158,5876.2158,6533.4438,11914.747,7153.448796,7868.793676,11200.7584,9299.483435,20195.10518,7516.811852,33017.68523,8211.21855
601,,,,,NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,0.6297,2.6,3.1,4523.525514,4523.525514,4131.4617,3715.8597,3715.8597,3715.8597,3715.8597,4131.4617,7534.3605,4523.525514,4975.878065,7082.8656,5880.583168,,,22441.8755,5726.029609
602,,,,,CELLULITIS W MCC,1.4835,4.9,6,10656.90027,10656.90027,9733.2435,8754.1335,8754.1335,8754.1335,8754.1335,9733.2435,17750.0775,10656.90027,11722.5903,16686.408,13853.97035,38218.8084,10424.88723,44540.7251,11348.23141
603,,,,,CELLULITIS W/O MCC,0.8568,3.2,3.9,6154.925616,6154.925616,5621.4648,5055.9768,5055.9768,5055.9768,5055.9768,5621.4648,10251.612,6154.925616,6770.418178,9637.2864,8001.403301,21789.56154,6072.586296,26967.44382,7028.296465
604,,,,,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC",1.5287,4.1,5.3,10981.59989,10981.59989,10029.8007,9020.8587,9020.8587,9020.8587,9020.8587,10029.8007,18290.8955,10981.59989,12079.75988,17194.8176,14276.07986,47780.37773,10468.37671,53730.93682,11973.34802
605,,,,,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",0.8904,2.7,3.3,6396.295248,6396.295248,5841.9144,5254.2504,5254.2504,5254.2504,5254.2504,5841.9144,10653.636,6396.295248,7035.924773,10015.2192,8315.183822,26754.96101,5869.203798,33652.3096,7318.89672
606,,,,,MINOR SKIN DISORDERS W MCC,1.5871,4.7,6.4,11401.1233,11401.1233,10412.9631,9365.4771,9365.4771,9365.4771,9365.4771,10412.9631,18989.6515,11401.1233,12541.23563,17851.7008,14821.46029,34660.99228,9752.755088,50791.49775,12710.43953
607,,,,,MINOR SKIN DISORDERS W/O MCC,0.856,2.9,3.7,6149.17872,6149.17872,5616.216,5051.256,5051.256,5051.256,5051.256,5616.216,10242.04,6149.17872,6764.096592,9628.288,7993.932336,25574.26319,6036.371015,28539.31149,7305.686281
614,Surgery,,,,ADRENAL & PITUITARY PROCEDURES W CC/MCC,2.559,3.6,5.2,18382.88358,18382.88358,16789.599,15100.659,15100.659,15100.659,15100.659,16789.599,30618.435,18382.88358,20221.17194,28783.632,23897.74865,105686.5192,23903.72082,106251.9233,23290.86753
615,Surgery,,,,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,1.5169,1.9,2.3,10896.83318,10896.83318,9952.3809,8951.2269,8951.2269,8951.2269,8951.2269,9952.3809,18149.7085,10896.83318,11986.5165,17062.0912,14165.88313,64883.17334,10394.8,65993.45372,13762.70603
616,Surgery,,,,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE, NUTRIT, & METABOL DIS W MCC",3.88,9.8,12,27872.4456,27872.4456,25456.68,22895.88,22895.88,22895.88,22895.88,25456.68,46424.2,27872.4456,30659.69016,43642.24,36234.17928,98581.48695,26117.82522,126495.9661,30773.82255
617,Surgery,,,,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE, NUTRIT, & METABOL DIS W CC",2.0632,5.9,7,14821.24478,14821.24478,13536.6552,12174.9432,12174.9432,12174.9432,12174.9432,13536.6552,24686.188,14821.24478,16303.36926,23206.8736,19267.61822,54869.68767,14531.04811,68278.86933,16458.66083
618,Surgery,,,,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE, NUTRIT, & METABOL DIS W/O CC/MCC",1.2259,3.3,4,8806.399758,8806.399758,8043.1299,7234.0359,7234.0359,7234.0359,7234.0359,8043.1299,14667.8935,8806.399758,9687.039734,13788.9232,11448.31969,,,42740.62,10594.05
619,Surgery,,,,O.R. PROCEDURES FOR OBESITY W MCC,4.269,5,7.8,30666.87378,30666.87378,28008.909,25191.369,25191.369,25191.369,25191.369,28008.909,51078.585,30666.87378,33733.56116,48017.712,39866.93591,94682.37447,26274.18383,111124.5908,28149.67371
620,Surgery,,,,O.R. PROCEDURES FOR OBESITY W CC,1.8517,2,2.4,13301.90915,13301.90915,12149.0037,10926.8817,10926.8817,10926.8817,10926.8817,12149.0037,22155.5905,13301.90915,14632.10007,20827.9216,17292.4819,63095.03515,13001.89879,66595.14376,14895.90734
621,Surgery,,,,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,1.5765,1.5,1.6,11324.97693,11324.97693,10343.4165,9302.9265,9302.9265,9302.9265,9302.9265,10343.4165,18862.8225,11324.97693,12457.47462,17732.472,14722.47001,48577.42661,11257.49504,56784.51147,12580.91751
622,Surgery,,,,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC",3.8833,9,11.7,27896.15155,27896.15155,25478.3313,22915.3533,22915.3533,22915.3533,22915.3533,25478.3313,46463.6845,27896.15155,30685.7667,43679.3584,36264.99701,119035.2,30316.44,119151.3265,29850.3627
623,Surgery,,,,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",2.0432,5.6,7,14677.57238,14677.57238,13405.4352,12056.9232,12056.9232,12056.9232,12056.9232,13405.4352,24446.888,14677.57238,16145.32962,22981.9136,19080.8441,41882.10716,12439.08697,63528.20161,14972.56717
624,Surgery,,,,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC",1.0923,3.2,3.9,7846.668126,7846.668126,7166.5803,6445.6623,6445.6623,6445.6623,6445.6623,7166.5803,13069.3695,7846.668126,8631.334939,12286.1904,10200.66856,,,38983.58255,10091.88609
625,Surgery,,,,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC",3.7089,6.8,9.4,26643.32822,26643.32822,24334.0929,21886.2189,21886.2189,21886.2189,21886.2189,24334.0929,44376.9885,26643.32822,29307.66104,41717.7072,34636.32668,76818.89429,18117.35714,114414.2304,23232.03167
626,Surgery,,,,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC",1.9852,3.2,4.6,14260.92242,14260.92242,13024.8972,11714.6652,11714.6652,11714.6652,11714.6652,13024.8972,23752.918,14260.92242,15687.01467,22329.5296,18539.19915,71339.27666,12563.28666,73511.72607,14167.48852
627,Surgery,,,,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",1.1803,1.5,1.8,8478.826686,8478.826686,7743.9483,6964.9503,6964.9503,6964.9503,6964.9503,7743.9483,14122.2895,8478.826686,9326.709355,13276.0144,11022.47469,45118.52,7546.4,50209.41806,9468.23131
628,Surgery,,,,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC",4.3185,9.2,11.9,31022.46297,31022.46297,28333.6785,25483.4685,25483.4685,25483.4685,25483.4685,28333.6785,51670.8525,31022.46297,34124.70927,48574.488,40329.20186,110764.2775,26400.93356,125380.859,28903.47798
629,Surgery,,,,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",2.3904,5.8,7.1,17171.72525,17171.72525,15683.4144,14105.7504,14105.7504,14105.7504,14105.7504,15683.4144,28601.136,17171.72525,18888.89777,26887.2192,22323.24282,56923.28877,16130.08658,79016.42679,18285.4181
630,Surgery,,,,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC",1.4629,2.6,3.3,10508.9177,10508.9177,9598.0869,8632.5729,8632.5729,8632.5729,8632.5729,9598.0869,17503.5985,10508.9177,11559.80947,16454.6992,13661.59301,,,56142.75728,13206.84181
637,,,,,DIABETES W MCC,1.4465,4,5.3,10391.10633,10391.10633,9490.4865,8535.7965,8535.7965,8535.7965,8535.7965,9490.4865,17307.3725,10391.10633,11430.21696,16270.232,13508.43823,38281.98613,9419.751973,46889.64873,10941.42735
638,,,,,DIABETES W CC,0.9022,2.9,3.7,6481.061964,6481.061964,5919.3342,5323.8822,5323.8822,5323.8822,5323.8822,5919.3342,10794.823,6481.061964,7129.16816,10147.9456,8425.380553,24787.80466,6229.512378,30132.99428,7247.956866
639,,,,,DIABETES W/O CC/MCC,0.6109,2.1,2.5,4388.473458,4388.473458,4008.1149,3604.9209,3604.9209,3604.9209,3604.9209,4008.1149,7309.4185,4388.473458,4827.320804,6871.4032,5705.015495,18150.04534,4796.8752,21971.60995,5538.317846
640,,,,,"MISC DISORDERS OF NUTRITION, METABOLISM, FLUIDS/ELECTROLYTES W MCC",1.3478,3.9,5.1,9682.083036,9682.083036,8842.9158,7953.3678,7953.3678,7953.3678,7953.3678,8842.9158,16126.427,9682.083036,10650.29134,15160.0544,12586.70795,33415.83732,8526.878731,40798.96946,9790.342404
641,,,,,"MISC DISORDERS OF NUTRITION, METABOLISM, FLUIDS/ELECTROLYTES W/O MCC",0.8144,2.6,3.3,5850.340128,5850.340128,5343.2784,4805.7744,4805.7744,4805.7744,4805.7744,5343.2784,9744.296,5850.340128,6435.374141,9160.3712,7605.442166,21594.86554,5531.242082,26594.15671,6343.614663
642,,,,,INBORN AND OTHER DISORDERS OF METABOLISM,1.2134,3.1,4.1,8716.604508,8716.604508,7961.1174,7160.2734,7160.2734,7160.2734,7160.2734,7961.1174,14518.331,8716.604508,9588.264959,13648.3232,11331.58586,29034.52651,8750.535814,46561.49244,11504.81038
643,,,,,ENDOCRINE DISORDERS W MCC,1.6483,5,6.4,11840.76085,11840.76085,10814.4963,9726.6183,9726.6183,9726.6183,9726.6183,10814.4963,19721.9095,11840.76085,13024.83693,18540.0784,15392.9891,45957.96916,11219.4803,54984.41519,12944.02984
644,,,,,ENDOCRINE DISORDERS W CC,1.0773,3.7,4.5,7738.913826,7738.913826,7068.1653,6357.1473,6357.1473,6357.1473,6357.1473,7068.1653,12889.8945,7738.913826,8512.805209,12117.4704,10060.58797,27389.57442,6958.884082,36053.97109,8395.793465
645,,,,,ENDOCRINE DISORDERS W/O CC/MCC,0.7587,2.7,3.2,5450.212494,5450.212494,4977.8307,4477.0887,4477.0887,4477.0887,4477.0887,4977.8307,9077.8455,5450.212494,5995.233743,8533.8576,7085.276242,19136.71349,5011.554419,27771.94129,6323.581963
652,Surgery,,,,KIDNEY TRANSPLANT,3.384,5.3,6.1,24309.37008,24309.37008,22202.424,19968.984,19968.984,19968.984,19968.984,22202.424,40489.56,24309.37008,26740.30709,38063.232,31602.1811,286641.6695,30398.3954,262249.2859,40829.35564
653,Surgery,,,,MAJOR BLADDER PROCEDURES W MCC,5.7197,10.9,13.8,41088.15131,41088.15131,37526.9517,33751.9497,33751.9497,33751.9497,33751.9497,37526.9517,68436.2105,41088.15131,45196.96645,64335.1856,53414.59671,104559.5559,33619.86482,198841.0577,46500.76173
654,Surgery,,,,MAJOR BLADDER PROCEDURES W CC,2.938,6.1,7.2,21105.47556,21105.47556,19276.218,17337.138,17337.138,17337.138,17337.138,19276.218,35153.17,21105.47556,23216.02312,33046.624,27437.11823,77706.76572,19525.31429,112957.0732,24127.80025
655,Surgery,,,,MAJOR BLADDER PROCEDURES W/O CC/MCC,2.2041,4,4.7,15833.41684,15833.41684,14461.1001,13006.3941,13006.3941,13006.3941,13006.3941,14461.1001,26372.0565,15833.41684,17416.75853,24791.7168,20583.44189,67387.92666,15520.26666,86884.27721,18880.11417
656,Surgery,,,,KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,3.6932,6.9,8.9,26530.54538,26530.54538,24231.0852,21793.5732,21793.5732,21793.5732,21793.5732,24231.0852,44189.138,26530.54538,29183.59992,41541.1136,34489.709,90063.39789,23024.82,128192.8248,28980.61118
657,Surgery,,,,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,2.0263,3.6,4.4,14556.16921,14556.16921,13294.5543,11957.1963,11957.1963,11957.1963,11957.1963,13294.5543,24244.6795,14556.16921,16011.78613,22791.8224,18923.01997,64099.07578,13718.86609,78604.55587,16501.16575
658,Surgery,,,,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,1.5926,2.3,2.6,11440.63321,11440.63321,10449.0486,9397.9326,9397.9326,9397.9326,9397.9326,10449.0486,19055.459,11440.63321,12584.69653,17913.5648,14872.82318,47266.66394,11129.51066,63540.71289,13154.54011
659,Surgery,,,,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,2.6482,6.1,8.1,19023.66248,19023.66248,17374.8402,15627.0282,15627.0282,15627.0282,15627.0282,17374.8402,31685.713,19023.66248,20926.02873,29786.9536,24730.76123,112350.5012,28589.015,124052.9863,30398.99996
660,Surgery,,,,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,1.5194,3.4,4.4,10914.79223,10914.79223,9968.7834,8965.9794,8965.9794,8965.9794,8965.9794,9968.7834,18179.621,10914.79223,12006.27145,17090.2112,14189.2299,58902.60822,12606.45973,69969.41013,15415.97283
661,Surgery,,,,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,1.0958,2,2.3,7871.810796,7871.810796,7189.5438,6466.3158,6466.3158,6466.3158,6466.3158,7189.5438,13111.247,7871.810796,8658.991876,12325.5584,10233.35403,45766.72534,10077.68667,60436.68196,12369.0233
662,Surgery,,,,MINOR BLADDER PROCEDURES W MCC,3.3286,8.1,10.8,23911.39753,23911.39753,21838.9446,19642.0686,19642.0686,19642.0686,19642.0686,21838.9446,39826.699,23911.39753,26302.53729,37440.0928,31084.81679,,,110589.4589,25460.76726
663,Surgery,,,,MINOR BLADDER PROCEDURES W CC,1.6252,4,5.3,11674.81922,11674.81922,10662.9372,9590.3052,9590.3052,9590.3052,9590.3052,10662.9372,19445.518,11674.81922,12842.30115,18280.2496,15177.26499,43568.99369,11796.44631,57851.77185,13977.02842
664,Surgery,,,,MINOR BLADDER PROCEDURES W/O CC/MCC,1.1617,2.2,2.8,8345.211354,8345.211354,7621.9137,6855.1917,6855.1917,6855.1917,6855.1917,7621.9137,13899.7405,8345.211354,9179.732489,13066.8016,10848.77476,,,43369.21889,10929.96857
665,Surgery,,,,PROSTATECTOMY W MCC,3.0013,7.8,9.9,21560.19871,21560.19871,19691.5293,17710.6713,17710.6713,17710.6713,17710.6713,19691.5293,35910.5545,21560.19871,23716.21858,33758.6224,28028.25832,74067.83429,22738.48571,108103.75,24198.38493
666,Surgery,,,,PROSTATECTOMY W CC,1.8546,4.3,5.9,13322.74165,13322.74165,12168.0306,10943.9946,10943.9946,10943.9946,10943.9946,12168.0306,22190.289,13322.74165,14655.01582,20860.5408,17319.56415,46815.16666,11036.71111,65037.26588,13471.39623
667,Surgery,,,,PROSTATECTOMY W/O CC/MCC,1.0974,2.3,2.9,7883.304588,7883.304588,7200.0414,6475.7574,6475.7574,6475.7574,6475.7574,7200.0414,13130.391,7883.304588,8671.635047,12343.5552,10248.29596,,,36764.9047,7992.080932
668,Surgery,,,,TRANSURETHRAL PROCEDURES W MCC,2.874,7.4,9.5,20645.72388,20645.72388,18856.314,16959.474,16959.474,16959.474,16959.474,18856.314,34387.41,20645.72388,22710.29627,32326.752,26839.44104,74799.00404,17423.80697,96314.12081,20841.79062
669,Surgery,,,,TRANSURETHRAL PROCEDURES W CC,1.638,4.1,5.3,11766.76956,11766.76956,10746.918,9665.838,9665.838,9665.838,9665.838,10746.918,19598.67,11766.76956,12943.44652,18424.224,15296.80043,43653.90605,9203.99028,53012.35075,10793.28198
670,Surgery,,,,TRANSURETHRAL PROCEDURES W/O CC/MCC,1.0699,2.3,2.9,7685.755038,7685.755038,7019.6139,6313.4799,6313.4799,6313.4799,6313.4799,7019.6139,12801.3535,7685.755038,8454.330542,12034.2352,9991.481549,33839.32898,6649.208164,40935.45229,8079.195925
671,Surgery,,,,URETHRAL PROCEDURES W CC/MCC,1.8837,4.5,6.6,13531.78499,13531.78499,12358.9557,11115.7137,11115.7137,11115.7137,11115.7137,12358.9557,22538.4705,13531.78499,14884.96349,21187.8576,17591.32049,,,68910.5219,13592.55102
672,Surgery,,,,URETHRAL PROCEDURES W/O CC/MCC,1.0583,1.8,2.2,7602.425046,7602.425046,6943.5063,6245.0283,6245.0283,6245.0283,6245.0283,6943.5063,12662.5595,7602.425046,8362.667551,11903.7584,9883.15256,,,46755.68876,9705.616318
673,Surgery,,,,OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,4.1551,10.1,12.8,29848.65946,29848.65946,27261.6111,24519.2451,24519.2451,24519.2451,24519.2451,27261.6111,49715.7715,29848.65946,32833.52541,46736.5648,38803.2573,96733.84276,24434.19034,122111.4761,28943.64182
674,Surgery,,,,OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,2.3427,5.5,7.1,16829.06657,16829.06657,15370.4547,13824.2727,13824.2727,13824.2727,13824.2727,15370.4547,28030.4055,16829.06657,18511.97323,26350.6896,21877.78655,67061.27342,16214.54785,85006.64643,18969.77082
675,Surgery,,,,OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC,1.633,2.7,3.8,11730.85146,11730.85146,10714.113,9636.333,9636.333,9636.333,9636.333,10714.113,19538.845,11730.85146,12903.93661,18367.984,15250.1069,,,59057.39948,13555.72243
682,,,,,RENAL FAILURE W MCC,1.5428,4.6,5.9,11082.88894,11082.88894,10122.3108,9104.0628,9104.0628,9104.0628,9104.0628,10122.3108,18459.602,11082.88894,12191.17783,17353.4144,14407.75562,39071.62863,9907.403303,48484.87875,11629.93329
683,,,,,RENAL FAILURE W CC,0.932,3.2,4,6695.13384,6695.13384,6114.852,5499.732,5499.732,5499.732,5499.732,6114.852,11151.38,6695.13384,7364.647224,10483.136,8703.673992,25577.01574,6573.30627,31033.95816,7500.325292
684,,,,,RENAL FAILURE W/O CC/MCC,0.6158,2.3,2.7,4423.673196,4423.673196,4040.2638,3633.8358,3633.8358,3633.8358,3633.8358,4040.2638,7368.047,4423.673196,4866.040516,6926.5184,5750.775155,19749.32233,4668.35301,22590.31352,5277.124291
686,,,,,KIDNEY & URINARY TRACT NEOPLASMS W MCC,1.8437,5.3,7.1,13244.44019,13244.44019,12096.5157,10879.6737,10879.6737,10879.6737,10879.6737,12096.5157,22059.8705,13244.44019,14568.88421,20737.9376,17217.77225,48369.99305,11717.52174,63891.08421,15130.544
687,,,,,KIDNEY & URINARY TRACT NEOPLASMS W CC,1.1078,3.5,4.5,7958.014236,7958.014236,7268.2758,6537.1278,6537.1278,6537.1278,6537.1278,7268.2758,13254.827,7958.014236,8753.81566,12460.5344,10345.41851,32431.52714,7395.402857,40609.24925,9224.227139
688,,,,,KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC,0.8105,2.3,3,5822.32401,5822.32401,5317.6905,4782.7605,4782.7605,4782.7605,4782.7605,5317.6905,9697.6325,5822.32401,6404.556411,9116.504,7569.021213,,,33938.19258,7363.740663
689,,,,,KIDNEY & URINARY TRACT INFECTIONS W MCC,1.1054,3.8,4.8,7940.773548,7940.773548,7252.5294,6522.9654,6522.9654,6522.9654,6522.9654,7252.5294,13226.111,7940.773548,8734.850903,12433.5392,10323.00561,31055.56433,7415.935897,36681.54339,8422.822066
690,,,,,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,0.7967,2.9,3.5,5723.190054,5723.190054,5227.1487,4701.3267,4701.3267,4701.3267,4701.3267,5227.1487,9532.5155,5723.190054,6295.509059,8961.2816,7440.14707,22614.73962,5585.181224,27892.61506,6494.239105
693,,,,,URINARY STONES W MCC,1.3888,3.9,5.3,9976.611456,9976.611456,9111.9168,8195.3088,8195.3088,8195.3088,8195.3088,9111.9168,16616.992,9976.611456,10974.2726,15621.2224,12969.59489,40593.32588,9461.904706,54682.68475,11799.98427
694,,,,,URINARY STONES W/O MCC,0.7413,2.1,2.7,5325.217506,5325.217506,4863.6693,4374.4113,4374.4113,4374.4113,4374.4113,4863.6693,8869.6545,5325.217506,5857.739257,8338.1424,6922.782758,27313.62168,5814.334972,32621.90569,6791.07739
695,,,,,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,1.1982,3.6,4.8,8607.413484,8607.413484,7861.3902,7070.5782,7070.5782,7070.5782,7070.5782,7861.3902,14336.463,8607.413484,9468.154832,13477.3536,11189.63753,22630.82163,7540.309189,41865.53079,9828.729724
696,,,,,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,0.6853,2.4,2.9,4922.934786,4922.934786,4496.2533,4043.9553,4043.9553,4043.9553,4043.9553,4496.2533,8199.6145,4922.934786,5415.228265,7708.2544,6399.815222,21821.55611,4837.178053,24561.70689,5963.003257
697,,,,,URETHRAL STRICTURE,0.9737,2.6,3.5,6994.690794,6994.690794,6388.4457,5745.8037,5745.8037,5745.8037,5745.8037,6388.4457,11650.3205,6994.690794,7694.159873,10952.1776,9093.098032,26317.57819,7413.214545,37101.31421,8218.46099
698,,,,,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,1.6339,4.9,6.2,11737.31672,11737.31672,10720.0179,9641.6439,9641.6439,9641.6439,9641.6439,10720.0179,19549.6135,11737.31672,12911.04839,18378.1072,15258.51173,44117.36299,10706.73496,53947.73482,12808.34018
699,,,,,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,1.0707,3.4,4.3,7691.501934,7691.501934,7024.8627,6318.2007,6318.2007,6318.2007,6318.2007,7024.8627,12810.9255,7691.501934,8460.652127,12043.2336,9998.952514,33248.79611,7871.498381,37403.79628,9220.951849
700,,,,,OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,0.7427,2.5,3,5335.274574,5335.274574,4872.8547,4382.6727,4382.6727,4382.6727,4382.6727,4872.8547,8886.4055,5335.274574,5868.802031,8353.8896,6935.856946,27218.9,6075.79,27546.80601,6790.916788
707,Surgery,,,,MAJOR MALE PELVIC PROCEDURES W CC/MCC,2.0257,2.8,3.8,14551.85903,14551.85903,13290.6177,11953.6557,11953.6557,11953.6557,11953.6557,13290.6177,24237.5005,14551.85903,16007.04494,22785.0736,18917.41674,58269.40141,13550.368,78504.19594,16304.48932
708,Surgery,,,,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,1.4568,1.4,1.6,10465.09762,10465.09762,9558.0648,8596.5768,8596.5768,8596.5768,8596.5768,9558.0648,17430.612,10465.09762,11511.60738,16386.0864,13604.6269,43422.92285,9671.477535,62613.44717,12629.6453
709,Surgery,,,,PENIS PROCEDURES W CC/MCC,2.5536,4.5,7,18344.09203,18344.09203,16754.1696,15068.7936,15068.7936,15068.7936,15068.7936,16754.1696,30553.824,18344.09203,20178.50124,28722.8928,23847.31964,,,90098.34774,20642.19965
710,Surgery,,,,PENIS PROCEDURES W/O CC/MCC,1.5098,2,2.6,10845.82948,10845.82948,9905.7978,8909.3298,8909.3298,8909.3298,8909.3298,9905.7978,18064.757,10845.82948,11930.41242,16982.2304,14099.57832,,,58010.07964,13393.74873
711,Surgery,,,,TESTES PROCEDURES W CC/MCC,2.2251,5.5,7.9,15984.27286,15984.27286,14598.8811,13130.3151,13130.3151,13130.3151,13130.3151,14598.8811,26623.3215,15984.27286,17582.70015,25027.9248,20779.55472,,,79731.11452,17951.79434
712,Surgery,,,,TESTES PROCEDURES W/O CC/MCC,1.049,2.6,3.2,7535.61738,7535.61738,6882.489,6190.149,6190.149,6190.149,6190.149,6882.489,12551.285,7535.61738,8289.179118,11799.152,9796.302594,,,39868.23579,7919.764211
713,Surgery,,,,TRANSURETHRAL PROSTATECTOMY W CC/MCC,1.4739,2.8,4.1,10587.93752,10587.93752,9670.2579,8697.4839,8697.4839,8697.4839,8697.4839,9670.2579,17635.2135,10587.93752,11646.73127,16578.4272,13764.31877,43417.63507,9624.402192,54337.96455,11635.26171
714,Surgery,,,,TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,0.9673,1.8,2.2,6948.715626,6948.715626,6346.4553,5708.0373,5708.0373,5708.0373,5708.0373,6346.4553,11573.7445,6948.715626,7643.587189,10880.1904,9033.330314,25940.2,6222.016666,35644.72936,7529.092107
715,Surgery,,,,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC,2.3162,5.2,7.2,16638.70064,16638.70064,15196.5882,13667.8962,13667.8962,13667.8962,13667.8962,15196.5882,27713.333,16638.70064,18302.57071,26052.6176,21630.31084,,,82255.79825,18679.93984
